date,year,month,region,type,avg_price,price_category,total_sold,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
2017-08-27,2017,August,GrandRapids,conventional,1.74,Medium,112023,1978,45103,25971,38971,26953,3479,8539
2017-08-20,2017,August,GrandRapids,conventional,1.7,Medium,124909,2504,47877,29038,45490,30577,5002,9911
2017-08-13,2017,August,GrandRapids,conventional,1.7,Medium,125213,3913,48945,30209,42146,29466,3460,9220
2017-08-06,2017,August,GrandRapids,conventional,1.45,Medium,167235,2083,69687,45132,50333,31734,4281,14318
2017-07-30,2017,July,GrandRapids,conventional,1.63,Medium,127603,2163,49418,30794,45228,30869,5477,8882
2017-07-23,2017,July,GrandRapids,conventional,1.68,Medium,136088,2240,56573,33295,43980,29975,4229,9776
2017-07-16,2017,July,GrandRapids,conventional,1.42,Medium,169838,2521,70377,52301,44639,25053,4107,15479
2017-07-09,2017,July,GrandRapids,conventional,1.43,Medium,178186,2225,71380,47481,57100,38785,3404,14911
2017-07-02,2017,July,GrandRapids,conventional,1.51,Medium,192007,2073,71126,51887,66921,45888,4128,16905
2017-06-25,2017,June,GrandRapids,conventional,1.74,Medium,142258,2009,54018,29867,56364,42162,4631,9571
2017-06-18,2017,June,GrandRapids,conventional,1.29,Medium,245293,2180,96016,81813,65284,38841,2446,23997
2017-06-11,2017,June,GrandRapids,conventional,1.79,Medium,158876,2308,64251,34922,57395,40421,6311,10663
2017-06-04,2017,June,GrandRapids,conventional,1.88,Medium,162051,2255,74167,35468,50161,34932,7483,7746
2017-05-28,2017,May,GrandRapids,conventional,1.85,Medium,165719,1825,70747,36365,56782,41977,6301,8504
2017-05-21,2017,May,GrandRapids,conventional,1.88,Medium,148499,1973,64369,30992,51165,35806,6312,9047
2017-05-14,2017,May,GrandRapids,conventional,1.87,Medium,151273,1660,68015,33883,47715,35585,6716,5414
2017-05-07,2017,May,GrandRapids,conventional,1.46,Medium,254983,2038,134403,68210,50332,30912,6940,12480
2017-04-30,2017,April,GrandRapids,conventional,1.83,Medium,157869,2009,72819,33055,49986,36779,7109,6098
2017-04-23,2017,April,GrandRapids,conventional,1.67,Medium,146024,1826,67510,28860,47828,32758,6398,8672
2017-04-16,2017,April,GrandRapids,conventional,1.67,Medium,175862,1858,80672,34538,58794,39419,6580,12795
2017-04-09,2017,April,GrandRapids,conventional,1.73,Medium,144361,2188,69916,29243,43014,30184,6762,6068
2017-04-02,2017,April,GrandRapids,conventional,1.73,Medium,140630,1804,68299,25528,44999,31735,5315,7949
2017-03-26,2017,March,GrandRapids,conventional,1.71,Medium,149480,1891,71916,25543,50130,32426,6542,11162
2017-03-19,2017,March,GrandRapids,conventional,1.73,Medium,141712,1749,70211,23437,46315,30574,6156,9585
2017-03-12,2017,March,GrandRapids,conventional,1.73,Medium,129821,1645,64058,21287,42831,26705,7110,9016
2017-03-05,2017,March,GrandRapids,conventional,1.5,Medium,128204,1499,59098,17801,49806,28414,14185,7207
2017-02-26,2017,February,GrandRapids,conventional,1.02,Medium,238305,1387,140947,48370,47601,25307,4248,18046
2017-02-19,2017,February,GrandRapids,conventional,1.42,Medium,141776,1225,80219,17743,42589,28013,4266,10310
2017-02-12,2017,February,GrandRapids,conventional,1.13,Medium,176590,1278,107963,8309,59040,49076,6315,3649
2017-02-05,2017,February,GrandRapids,conventional,0.81,Low,391314,1574,298898,8303,82539,78260,3911,368
2017-01-29,2017,January,GrandRapids,conventional,1.29,Medium,168252,1392,100681,5482,60697,53182,6878,637
2017-01-22,2017,January,GrandRapids,conventional,0.92,Low,322367,1152,227004,12963,81248,72436,6021,2791
2017-01-15,2017,January,GrandRapids,conventional,1.29,Medium,166158,934,107349,2864,55011,49537,5423,51
2017-01-08,2017,January,GrandRapids,conventional,1.26,Medium,174079,1225,102135,3083,67636,60761,6852,23
2017-01-01,2017,January,GrandRapids,conventional,0.77,Low,306129,1217,224774,7583,72555,68737,3714,104
2017-12-31,2017,December,GreatLakes,conventional,0.92,Low,4398888,1092011,1740609,364049,1202219,927628,231173,43418
2017-12-24,2017,December,GreatLakes,conventional,1.3,Medium,2860693,507535,1076521,274898,1001739,812838,172058,16843
2017-12-17,2017,December,GreatLakes,conventional,1.22,Medium,3023286,605190,1037403,314592,1066101,773430,248878,43793
2017-12-10,2017,December,GreatLakes,conventional,1.18,Medium,3258081,609987,926925,158479,1562690,776311,772668,13711
2017-12-03,2017,December,GreatLakes,conventional,1.15,Medium,3837027,603158,1732528,317891,1183450,577048,579235,27167
2017-11-26,2017,November,GreatLakes,conventional,1.38,Medium,2254700,483897,837408,128863,804532,475224,328481,827
2017-11-19,2017,November,GreatLakes,conventional,1.23,Medium,2983690,581510,991256,155562,1255362,810001,438664,6697
2017-11-12,2017,November,GreatLakes,conventional,1.19,Medium,3284210,699961,1049661,151409,1383179,791377,585936,5866
2017-11-05,2017,November,GreatLakes,conventional,1.26,Medium,3225072,696601,1043530,144063,1340878,823843,510855,6180
2017-10-29,2017,October,GreatLakes,conventional,1.52,Medium,2739607,570308,901890,159959,1107450,775312,319205,12933
2017-10-22,2017,October,GreatLakes,conventional,1.75,Medium,2247857,444288,806546,170360,826663,555284,257992,13387
2017-10-15,2017,October,GreatLakes,conventional,1.86,Medium,2221614,446922,801195,160273,813224,525271,272861,15092
2017-10-08,2017,October,GreatLakes,conventional,1.98,Medium,2063574,419516,658132,166808,819118,531467,263131,24520
2017-10-01,2017,October,GreatLakes,conventional,1.89,Medium,2289169,444535,780138,169347,895149,599057,269972,26120
2017-09-24,2017,September,GreatLakes,conventional,1.83,Medium,2415482,458465,895148,165463,896406,603851,258960,33595
2017-09-17,2017,September,GreatLakes,conventional,1.86,Medium,2358162,421369,851996,199189,885608,597801,252502,35305
2017-09-10,2017,September,GreatLakes,conventional,1.81,Medium,2589500,441484,913391,215802,1018823,687078,288380,43365
2017-09-03,2017,September,GreatLakes,conventional,1.73,Medium,2638912,445856,975125,235105,982826,641936,287510,53380
2017-08-27,2017,August,GreatLakes,conventional,1.49,Medium,2973144,629034,996527,225401,1122182,706995,364885,50302
2017-08-20,2017,August,GreatLakes,conventional,1.44,Medium,3378088,666458,1089386,263856,1358388,890686,410470,57232
2017-08-13,2017,August,GreatLakes,conventional,1.57,Medium,2971011,504446,1051826,264838,1149901,733843,352853,63205
2017-08-06,2017,August,GreatLakes,conventional,1.42,Medium,3357719,574437,1199618,327392,1256272,832555,340049,83668
2017-07-30,2017,July,GreatLakes,conventional,1.44,Medium,3127451,628374,1159890,265495,1073692,685116,335734,52842
2017-07-23,2017,July,GreatLakes,conventional,1.47,Medium,3014559,557160,1180490,267512,1009397,647896,296531,64970
2017-07-16,2017,July,GreatLakes,conventional,1.38,Medium,3372298,613738,1337473,342668,1078419,686342,302795,89282
2017-07-09,2017,July,GreatLakes,conventional,1.2,Medium,4104371,695314,1385858,373472,1649727,1093507,476445,79775
2017-07-02,2017,July,GreatLakes,conventional,1.18,Medium,4250394,740503,1423925,356792,1729174,1157601,485376,86197
2017-06-25,2017,June,GreatLakes,conventional,1.15,Medium,3938985,718886,1270260,253075,1696764,1090179,563108,43477
2017-06-18,2017,June,GreatLakes,conventional,1.12,Medium,4668135,707122,1685605,403401,1872007,1345932,448086,77989
2017-06-11,2017,June,GreatLakes,conventional,1.27,Medium,3714238,596035,1338516,248948,1530739,867501,619112,44126
2017-06-04,2017,June,GreatLakes,conventional,1.33,Medium,3649478,559145,1336833,287896,1465604,858902,564982,41720
2017-05-28,2017,May,GreatLakes,conventional,1.37,Medium,3562841,580441,1365403,269625,1347372,776305,523114,47953
2017-05-21,2017,May,GreatLakes,conventional,1.34,Medium,3415474,605625,1302177,268428,1239244,750032,434988,54224
2017-05-14,2017,May,GreatLakes,conventional,1.19,Medium,3901826,649626,1290415,302083,1659702,944332,681254,34116
2017-05-07,2017,May,GreatLakes,conventional,1.1,Medium,5308891,923001,1932631,469333,1983926,1072505,832297,79124
2017-04-30,2017,April,GreatLakes,conventional,1.38,Medium,3584135,633332,1431881,277356,1241566,797304,407221,37041
2017-04-23,2017,April,GreatLakes,conventional,1.38,Medium,3193270,536785,1228763,224336,1203386,762724,400843,39819
2017-04-16,2017,April,GreatLakes,conventional,1.36,Medium,3543152,561509,1337527,255440,1388676,937395,394792,56489
2017-04-09,2017,April,GreatLakes,conventional,1.41,Medium,3149013,583906,1255688,235146,1074273,758453,276698,39122
2017-04-02,2017,April,GreatLakes,conventional,1.41,Medium,3081036,504641,1212296,224247,1139852,723374,380655,35823
2017-03-26,2017,March,GreatLakes,conventional,1.42,Medium,3002196,474957,1228379,223459,1075401,694807,327862,52732
2017-03-19,2017,March,GreatLakes,conventional,1.39,Medium,2975357,463864,1224341,212871,1074281,650674,377140,46467
2017-03-12,2017,March,GreatLakes,conventional,1.38,Medium,2883467,460241,1259336,211090,952800,549146,358275,45379
2017-03-05,2017,March,GreatLakes,conventional,1.24,Medium,3197342,563499,1313704,195550,1124589,720630,364409,39550
2017-02-26,2017,February,GreatLakes,conventional,1.08,Medium,3848716,565283,1692495,368973,1221965,756490,369885,95590
2017-02-19,2017,February,GreatLakes,conventional,1.1,Medium,3184222,458083,1330000,224791,1171348,721288,401354,48706
2017-02-12,2017,February,GreatLakes,conventional,0.88,Low,4129136,765347,1694611,249249,1419929,978489,422558,18882
2017-02-05,2017,February,GreatLakes,conventional,0.73,Low,6575187,1338530,3117639,322305,1796713,1334038,449567,13108
2017-01-29,2017,January,GreatLakes,conventional,1.01,Medium,3799154,593815,1631555,181119,1392665,891429,485162,16074
2017-01-22,2017,January,GreatLakes,conventional,0.95,Low,4696372,680492,2241043,234650,1540187,1068557,455206,16424
2017-01-15,2017,January,GreatLakes,conventional,1.05,Medium,3893221,667328,1705656,182714,1337523,878110,449341,10072
2017-01-08,2017,January,GreatLakes,conventional,0.99,Low,4067135,725717,1755106,195160,1391152,1010322,367741,13089
2017-01-01,2017,January,GreatLakes,conventional,0.88,Low,4225245,636277,2157250,189357,1242361,885769,349033,7559
2017-12-31,2017,December,HarrisburgScranton,conventional,1.37,Medium,195897,35963,106173,57,53704,41330,12374,0
2017-12-24,2017,December,HarrisburgScranton,conventional,1.37,Medium,217968,37343,115065,82,65478,61171,4307,0
2017-12-17,2017,December,HarrisburgScranton,conventional,1.37,Medium,196746,35591,101937,72,59146,54105,5041,0
2017-12-10,2017,December,HarrisburgScranton,conventional,1.13,Medium,274939,43089,163729,85,68036,62283,5753,0
2017-12-03,2017,December,HarrisburgScranton,conventional,1.27,Medium,231977,39383,127730,91,64773,57035,7738,0
2017-11-26,2017,November,HarrisburgScranton,conventional,1.3,Medium,191490,30488,89564,97,71341,55195,16146,0
2017-11-19,2017,November,HarrisburgScranton,conventional,1.3,Medium,216608,30820,97308,125,88355,59742,28613,0
2017-11-12,2017,November,HarrisburgScranton,conventional,1.38,Medium,201442,31166,99684,74,70518,54249,16269,0
2017-11-05,2017,November,HarrisburgScranton,conventional,1.45,Medium,191460,31049,99317,76,61018,58486,2505,27
2017-10-29,2017,October,HarrisburgScranton,conventional,1.47,Medium,203027,30542,117170,37,55278,54995,283,0
2017-10-22,2017,October,HarrisburgScranton,conventional,1.43,Medium,206115,30374,111837,29,63875,62343,1532,0
2017-10-15,2017,October,HarrisburgScranton,conventional,1.48,Medium,205859,32691,112917,74,60177,48527,11650,0
2017-10-08,2017,October,HarrisburgScranton,conventional,1.54,Medium,164700,34258,79474,139,50829,46035,4794,0
2017-10-01,2017,October,HarrisburgScranton,conventional,1.45,Medium,213952,37491,115716,193,60552,56522,4030,0
2017-09-24,2017,September,HarrisburgScranton,conventional,1.44,Medium,209982,36336,122033,71,51542,50220,1319,3
2017-09-17,2017,September,HarrisburgScranton,conventional,1.46,Medium,189036,32974,107531,55,48476,47545,764,167
2017-09-10,2017,September,HarrisburgScranton,conventional,1.51,Medium,180875,32675,97800,62,50338,44253,1742,4343
2017-09-03,2017,September,HarrisburgScranton,conventional,1.53,Medium,212829,39153,117859,50,55767,52254,600,2913
2017-08-27,2017,August,HarrisburgScranton,conventional,1.48,Medium,214056,40614,112225,30,61187,60212,245,730
2017-08-20,2017,August,HarrisburgScranton,conventional,1.47,Medium,212935,40413,104200,63,68259,60760,3437,4062
2017-08-13,2017,August,HarrisburgScranton,conventional,1.43,Medium,238230,42116,127783,58,68273,55944,9002,3327
2017-08-06,2017,August,HarrisburgScranton,conventional,1.37,Medium,235903,42013,129112,58,64720,59348,2125,3247
2017-07-30,2017,July,HarrisburgScranton,conventional,1.36,Medium,222759,41370,115565,56,65768,64199,286,1283
2017-07-23,2017,July,HarrisburgScranton,conventional,1.38,Medium,224207,44427,116786,100,62894,58580,1087,3227
2017-07-16,2017,July,HarrisburgScranton,conventional,1.38,Medium,224435,42951,120360,132,60992,53142,3621,4229
2017-07-09,2017,July,HarrisburgScranton,conventional,1.47,Medium,237447,41067,129466,177,66737,49614,8988,8135
2017-07-02,2017,July,HarrisburgScranton,conventional,1.48,Medium,226115,40998,111399,155,73563,61050,5973,6540
2017-06-25,2017,June,HarrisburgScranton,conventional,1.46,Medium,222447,40132,121033,93,61189,52906,2108,6175
2017-06-18,2017,June,HarrisburgScranton,conventional,1.5,Medium,238389,45187,131058,86,62058,55129,2570,4359
2017-06-11,2017,June,HarrisburgScranton,conventional,1.5,Medium,232729,50903,115824,94,65908,58869,4122,2917
2017-06-04,2017,June,HarrisburgScranton,conventional,1.55,Medium,247060,50485,118452,139,77984,75849,1879,256
2017-05-28,2017,May,HarrisburgScranton,conventional,1.56,Medium,275488,53527,137083,170,84708,80202,4475,31
2017-05-21,2017,May,HarrisburgScranton,conventional,1.51,Medium,244639,52737,119602,179,72121,70371,1750,0
2017-05-14,2017,May,HarrisburgScranton,conventional,1.54,Medium,239037,52239,95012,152,91634,90107,1470,57
2017-05-07,2017,May,HarrisburgScranton,conventional,1.51,Medium,301181,53636,140317,208,107020,101119,5672,229
2017-04-30,2017,April,HarrisburgScranton,conventional,1.48,Medium,268832,54369,135977,124,78362,76016,2179,167
2017-04-23,2017,April,HarrisburgScranton,conventional,1.49,Medium,225682,53509,103642,53,68478,61431,7047,0
2017-04-16,2017,April,HarrisburgScranton,conventional,1.56,Medium,261861,50601,123727,83,87450,74663,12787,0
2017-04-09,2017,April,HarrisburgScranton,conventional,1.48,Medium,251676,47838,121350,125,82363,78471,3892,0
2017-04-02,2017,April,HarrisburgScranton,conventional,1.46,Medium,239413,53425,110825,74,75089,73919,1170,0
2017-03-26,2017,March,HarrisburgScranton,conventional,1.38,Medium,254599,52944,131659,340,69656,68119,1537,0
2017-03-19,2017,March,HarrisburgScranton,conventional,1.4,Medium,243266,59162,118545,245,65314,58499,6730,85
2017-03-12,2017,March,HarrisburgScranton,conventional,1.42,Medium,245928,51307,126552,108,67961,64446,3515,0
2017-03-05,2017,March,HarrisburgScranton,conventional,1.19,Medium,273485,53961,151537,746,67241,66400,841,0
2017-02-26,2017,February,HarrisburgScranton,conventional,1.29,Medium,260743,52855,139067,101,68720,66310,2332,78
2017-02-19,2017,February,HarrisburgScranton,conventional,1.28,Medium,224541,56042,104681,184,63634,61718,1916,0
2017-02-12,2017,February,HarrisburgScranton,conventional,1.13,Medium,276755,105171,106548,368,64668,57944,6589,135
2017-02-05,2017,February,HarrisburgScranton,conventional,1.14,Medium,348381,117877,153442,4525,72537,67100,5108,329
2017-01-29,2017,January,HarrisburgScranton,conventional,1.25,Medium,267918,64322,129736,1856,72004,70448,1419,137
2017-01-22,2017,January,HarrisburgScranton,conventional,1.4,Medium,266852,49774,135846,3689,77543,74174,3242,127
2017-01-15,2017,January,HarrisburgScranton,conventional,1.44,Medium,251547,47536,126095,792,77124,75330,1794,0
2017-01-08,2017,January,HarrisburgScranton,conventional,1.3,Medium,275065,51591,153751,99,69624,67891,1733,0
2017-01-01,2017,January,HarrisburgScranton,conventional,1.35,Medium,235430,41800,136110,421,57099,52817,4282,0
2017-12-31,2017,December,HartfordSpringfield,conventional,1.42,Medium,245203,4804,183946,179,56274,48825,7447,2
2017-12-24,2017,December,HartfordSpringfield,conventional,1.5,Medium,225991,5611,161963,198,58219,53040,5163,16
2017-12-17,2017,December,HartfordSpringfield,conventional,1.44,Medium,228292,6272,160130,112,61778,56644,5134,0
2017-12-10,2017,December,HartfordSpringfield,conventional,1.14,Medium,447122,18097,359320,162,69543,58864,10673,6
2017-12-03,2017,December,HartfordSpringfield,conventional,1.55,Medium,231210,5716,166828,171,58495,47329,11166,0
2017-11-26,2017,November,HartfordSpringfield,conventional,1.38,Medium,229399,5694,153323,88,70294,42139,28155,0
2017-11-19,2017,November,HartfordSpringfield,conventional,1.38,Medium,264765,4591,169972,131,90071,61129,28942,0
2017-11-12,2017,November,HartfordSpringfield,conventional,1.56,Medium,226866,6490,162389,206,57781,55528,2253,0
2017-11-05,2017,November,HartfordSpringfield,conventional,1.53,Medium,240616,5210,161648,106,73652,62769,10883,0
2017-10-29,2017,October,HartfordSpringfield,conventional,1.53,Medium,247946,5938,188044,174,53790,51182,2608,0
2017-10-22,2017,October,HartfordSpringfield,conventional,1.5,Medium,244786,7441,179802,152,57391,55717,1674,0
2017-10-15,2017,October,HartfordSpringfield,conventional,1.58,Medium,236604,7043,177669,73,51819,49692,2127,0
2017-10-08,2017,October,HartfordSpringfield,conventional,1.6,Medium,217988,7540,159212,174,51062,50140,922,0
2017-10-01,2017,October,HartfordSpringfield,conventional,1.6,Medium,250058,6772,189987,77,53222,51546,1676,0
2017-09-24,2017,September,HartfordSpringfield,conventional,1.59,Medium,228616,4810,181192,82,42532,41353,1179,0
2017-09-17,2017,September,HartfordSpringfield,conventional,1.54,Medium,222593,7489,162729,73,52302,50193,2102,7
2017-09-10,2017,September,HartfordSpringfield,conventional,1.57,Medium,243134,5195,182050,130,55759,52069,2423,1267
2017-09-03,2017,September,HartfordSpringfield,conventional,1.74,Medium,224636,4477,165218,79,54862,52916,346,1600
2017-08-27,2017,August,HartfordSpringfield,conventional,1.78,Medium,220520,4246,160116,67,56091,55271,377,443
2017-08-20,2017,August,HartfordSpringfield,conventional,1.74,Medium,223619,3660,155327,79,64553,59504,3259,1790
2017-08-13,2017,August,HartfordSpringfield,conventional,1.63,Medium,263625,4240,193119,165,66101,49439,14193,2469
2017-08-06,2017,August,HartfordSpringfield,conventional,1.6,Medium,262304,5057,200008,223,57016,52868,2360,1788
2017-07-30,2017,July,HartfordSpringfield,conventional,1.56,Medium,258166,5477,190640,131,61918,59706,1315,897
2017-07-23,2017,July,HartfordSpringfield,conventional,1.59,Medium,264308,8141,201586,63,54518,49947,3071,1500
2017-07-16,2017,July,HartfordSpringfield,conventional,1.59,Medium,265616,10004,205772,130,49710,46745,1545,1420
2017-07-09,2017,July,HartfordSpringfield,conventional,1.72,Medium,273060,10849,198967,142,63102,56481,3381,3240
2017-07-02,2017,July,HartfordSpringfield,conventional,1.76,Medium,259783,9174,191483,549,58577,46887,8667,3023
2017-06-25,2017,June,HartfordSpringfield,conventional,1.68,Medium,275913,8658,220849,135,46271,42686,670,2915
2017-06-18,2017,June,HartfordSpringfield,conventional,1.79,Medium,256901,5734,195638,125,55404,52478,86,2840
2017-06-11,2017,June,HartfordSpringfield,conventional,1.75,Medium,296174,11602,218428,135,66009,62895,6,3108
2017-06-04,2017,June,HartfordSpringfield,conventional,1.81,Medium,288517,10922,216913,149,60533,59150,0,1383
2017-05-28,2017,May,HartfordSpringfield,conventional,1.85,Medium,304341,10673,225753,211,67704,67319,28,357
2017-05-21,2017,May,HartfordSpringfield,conventional,1.8,Medium,279086,10370,208423,169,60124,59725,245,154
2017-05-14,2017,May,HartfordSpringfield,conventional,1.76,Medium,285282,4502,193014,269,87497,85671,1112,714
2017-05-07,2017,May,HartfordSpringfield,conventional,1.61,Medium,369500,6755,251850,311,110584,109324,975,285
2017-04-30,2017,April,HartfordSpringfield,conventional,1.66,Medium,300312,7021,234305,228,58758,56542,2216,0
2017-04-23,2017,April,HartfordSpringfield,conventional,1.76,Medium,267469,8181,201384,202,57702,51719,5983,0
2017-04-16,2017,April,HartfordSpringfield,conventional,1.8,Medium,257405,6809,189287,128,61181,56049,5132,0
2017-04-09,2017,April,HartfordSpringfield,conventional,1.74,Medium,284522,7409,199909,162,77042,76174,868,0
2017-04-02,2017,April,HartfordSpringfield,conventional,1.71,Medium,269091,10132,204311,345,54303,53650,653,0
2017-03-26,2017,March,HartfordSpringfield,conventional,1.58,Medium,270399,7861,203664,1525,57349,56284,862,203
2017-03-19,2017,March,HartfordSpringfield,conventional,1.66,Medium,253838,5615,195073,692,52458,46606,5852,0
2017-03-12,2017,March,HartfordSpringfield,conventional,1.65,Medium,248806,4902,186373,163,57368,56748,620,0
2017-03-05,2017,March,HartfordSpringfield,conventional,1.25,Medium,373924,8437,316786,265,48436,46651,1785,0
2017-02-26,2017,February,HartfordSpringfield,conventional,1.59,Medium,259319,11084,193422,350,54463,51394,3069,0
2017-02-19,2017,February,HartfordSpringfield,conventional,1.3,Medium,249028,30001,167971,598,50458,45723,4492,243
2017-02-12,2017,February,HartfordSpringfield,conventional,1.14,Medium,395980,85641,249991,2290,58058,54676,2762,620
2017-02-05,2017,February,HartfordSpringfield,conventional,1.2,Medium,486542,52460,356399,23028,54655,49804,3869,982
2017-01-29,2017,January,HartfordSpringfield,conventional,1.46,Medium,292710,4741,220160,3935,63874,62168,1026,680
2017-01-22,2017,January,HartfordSpringfield,conventional,1.47,Medium,332672,4349,247185,13326,67812,65059,1898,855
2017-01-15,2017,January,HartfordSpringfield,conventional,1.43,Medium,284386,4665,223678,7893,48150,46456,1320,374
2017-01-08,2017,January,HartfordSpringfield,conventional,1.25,Medium,369469,5106,315473,306,48584,47415,1169,0
2017-01-01,2017,January,HartfordSpringfield,conventional,1.64,Medium,232664,2772,188108,2696,39088,38035,919,134
2017-12-31,2017,December,Houston,conventional,0.78,Low,1391182,564063,209001,4194,613924,527744,86180,0
2017-12-24,2017,December,Houston,conventional,0.99,Low,1063385,486644,150511,3021,423209,327463,95743,3
2017-12-17,2017,December,Houston,conventional,0.98,Low,928717,429277,184347,2606,312487,218018,94469,0
2017-12-10,2017,December,Houston,conventional,0.79,Low,1266365,459266,294180,6828,506091,416839,89252,0
2017-12-03,2017,December,Houston,conventional,0.77,Low,1398400,540764,289729,7694,560213,479680,80533,0
2017-11-26,2017,November,Houston,conventional,0.88,Low,991547,501157,134619,2692,353079,264827,88252,0
2017-11-19,2017,November,Houston,conventional,0.89,Low,1142126,620361,134476,2776,384513,298259,86254,0
2017-11-12,2017,November,Houston,conventional,0.88,Low,1256897,514065,251034,6534,485264,416893,68334,37
2017-11-05,2017,November,Houston,conventional,0.95,Low,1363261,526091,264224,4359,568587,428439,137878,2270
2017-10-29,2017,October,Houston,conventional,1.12,Medium,1126403,481865,189259,2106,453173,264530,188243,400
2017-10-22,2017,October,Houston,conventional,1.16,Medium,1008358,492168,128029,1835,386326,298350,87976,0
2017-10-15,2017,October,Houston,conventional,1.26,Medium,1029556,476687,149935,1866,401068,310037,91031,0
2017-10-08,2017,October,Houston,conventional,1.29,Medium,1042701,491563,146966,1449,402723,320850,81873,0
2017-10-01,2017,October,Houston,conventional,1.29,Medium,991939,472251,141695,2170,375823,291965,83858,0
2017-09-24,2017,September,Houston,conventional,1.25,Medium,949770,470512,145808,1812,331638,262287,69351,0
2017-09-17,2017,September,Houston,conventional,1.2,Medium,964460,460806,171012,2265,330377,229436,100938,3
2017-09-10,2017,September,Houston,conventional,1.1,Medium,1138316,606027,165585,2452,364252,259297,104955,0
2017-09-03,2017,September,Houston,conventional,1.19,Medium,852111,426424,171139,1861,252687,172564,79905,218
2017-08-27,2017,August,Houston,conventional,1.16,Medium,1109914,510227,195358,1868,402461,293696,108228,537
2017-08-20,2017,August,Houston,conventional,1.01,Medium,1096228,458025,216584,1576,420043,230160,189883,0
2017-08-13,2017,August,Houston,conventional,0.99,Low,1332233,406050,395755,6723,523705,224811,298894,0
2017-08-06,2017,August,Houston,conventional,0.99,Low,1192889,552896,251754,3739,384500,246148,138352,0
2017-07-30,2017,July,Houston,conventional,1.0,Low,1117346,536259,203628,2676,374783,247454,127329,0
2017-07-23,2017,July,Houston,conventional,1.02,Medium,1088793,510128,214166,3007,361492,240331,121091,70
2017-07-16,2017,July,Houston,conventional,1.01,Medium,1143311,475986,251488,4546,411291,279520,131771,0
2017-07-09,2017,July,Houston,conventional,0.78,Low,1513596,565234,223074,3020,722268,334967,387301,0
2017-07-02,2017,July,Houston,conventional,0.83,Low,1348652,559731,240189,4721,544011,276152,267556,303
2017-06-25,2017,June,Houston,conventional,0.82,Low,1352319,569850,285477,2929,494063,188282,305778,3
2017-06-18,2017,June,Houston,conventional,0.77,Low,1755331,583953,412002,7010,752366,201968,550384,14
2017-06-11,2017,June,Houston,conventional,0.89,Low,1240308,627610,201534,5452,405712,200222,205490,0
2017-06-04,2017,June,Houston,conventional,0.83,Low,1377530,603106,192106,4926,577392,357448,219944,0
2017-05-28,2017,May,Houston,conventional,0.87,Low,1315259,627787,268181,5550,413741,187986,225755,0
2017-05-21,2017,May,Houston,conventional,0.83,Low,1262476,579270,219957,3706,459543,190862,268681,0
2017-05-14,2017,May,Houston,conventional,0.79,Low,1444023,625728,231431,3249,583615,262815,320800,0
2017-05-07,2017,May,Houston,conventional,0.74,Low,1789052,732114,350524,3365,703049,232259,470790,0
2017-04-30,2017,April,Houston,conventional,0.72,Low,1832450,576269,451255,10441,794485,164674,629792,19
2017-04-23,2017,April,Houston,conventional,0.68,Low,1776221,665437,352920,5646,752218,224693,527525,0
2017-04-16,2017,April,Houston,conventional,0.76,Low,1402905,820489,207708,3383,371325,312771,58554,0
2017-04-09,2017,April,Houston,conventional,0.81,Low,1244695,684060,272460,7691,280484,204288,76196,0
2017-04-02,2017,April,Houston,conventional,0.7,Low,1543050,879079,183772,3907,476292,316602,159683,7
2017-03-26,2017,March,Houston,conventional,0.83,Low,1074521,663134,182629,5897,222861,203296,19565,0
2017-03-19,2017,March,Houston,conventional,0.85,Low,1016537,653307,183350,21365,158515,157514,998,3
2017-03-12,2017,March,Houston,conventional,0.9,Low,903586,619358,151499,29782,102947,101885,1062,0
2017-03-05,2017,March,Houston,conventional,0.74,Low,1110896,697103,161909,40612,211272,209811,1458,3
2017-02-26,2017,February,Houston,conventional,0.53,Low,1547337,1067092,116819,42394,321032,292107,28925,0
2017-02-19,2017,February,Houston,conventional,0.67,Low,1190709,565042,142848,63758,419061,291928,127089,44
2017-02-12,2017,February,Houston,conventional,0.58,Low,1420811,781130,148460,71472,419749,278125,141600,24
2017-02-05,2017,February,Houston,conventional,0.55,Low,1977924,1026765,406006,140963,404190,316098,88070,22
2017-01-29,2017,January,Houston,conventional,0.7,Low,1258481,789021,215934,58981,194545,74838,119674,33
2017-01-22,2017,January,Houston,conventional,0.68,Low,1119168,798585,170358,4720,145505,79247,66255,3
2017-01-15,2017,January,Houston,conventional,0.53,Low,1613160,1134750,184546,2712,291152,242010,49139,3
2017-01-08,2017,January,Houston,conventional,0.57,Low,1417208,933182,198435,2691,282900,190479,92421,0
2017-01-01,2017,January,Houston,conventional,0.51,Low,1475741,985040,290584,6314,193803,62497,131306,0
2017-12-31,2017,December,Indianapolis,conventional,0.96,Low,205203,67905,57395,13768,66135,59516,6576,43
2017-12-24,2017,December,Indianapolis,conventional,1.3,Medium,148389,22248,58458,12104,55579,47672,7840,67
2017-12-17,2017,December,Indianapolis,conventional,1.26,Medium,143976,18372,58046,9260,58298,48938,9311,49
2017-12-10,2017,December,Indianapolis,conventional,1.26,Medium,167891,9369,83043,1754,73725,37305,36373,47
2017-12-03,2017,December,Indianapolis,conventional,1.25,Medium,182891,8805,103238,2338,68510,23490,44956,64
