,date,year,region,type,avg_price,price_category,total_volume,small_av,large_av,xlarge_av,total_bags,small_bags,large_bags,xlarge_bags
6669,2017-02-12,2017,Indianapolis,conventional,0.77,Low,237576,17435,116691,2797,100653,51398,49248,7
6670,2017-02-05,2017,Indianapolis,conventional,0.84,Low,276052,19444,146038,5353,105217,53663,51551,3
6671,2017-01-29,2017,Indianapolis,conventional,0.87,Low,224036,12914,93253,2759,115110,53542,61567,1
6672,2017-01-22,2017,Indianapolis,conventional,0.93,Low,204571,13553,92881,3909,94228,47552,46670,6
6673,2017-01-15,2017,Indianapolis,conventional,0.96,Low,210794,15259,102479,2034,91022,45738,45283,1
6674,2017-01-08,2017,Indianapolis,conventional,0.86,Low,222849,17784,112339,3127,89599,41839,47759,1
6675,2017-01-01,2017,Indianapolis,conventional,0.91,Low,186465,16193,97954,5029,67289,39170,28119,0
6676,2017-12-31,2017,Jacksonville,conventional,1.12,Medium,206563,115794,14230,277,76262,29167,46858,237
6677,2017-12-24,2017,Jacksonville,conventional,1.38,Medium,127182,67109,8049,314,51710,25722,25598,390
6678,2017-12-17,2017,Jacksonville,conventional,0.99,Low,176847,98660,11261,288,66638,27359,39016,263
6679,2017-12-10,2017,Jacksonville,conventional,1.01,Medium,181426,95942,11558,258,73668,33266,40252,150
6680,2017-12-03,2017,Jacksonville,conventional,1.26,Medium,152697,87017,9779,273,55628,41484,13951,193
6681,2017-11-26,2017,Jacksonville,conventional,1.42,Medium,120001,65331,7096,195,47379,26126,21030,223
6682,2017-11-19,2017,Jacksonville,conventional,1.21,Medium,155729,84638,10606,306,60179,25039,34900,240
6683,2017-11-12,2017,Jacksonville,conventional,1.33,Medium,154511,85333,9938,237,59003,48421,10329,253
6684,2017-11-05,2017,Jacksonville,conventional,1.48,Medium,131679,74308,8741,235,48395,33226,14982,187
6685,2017-10-29,2017,Jacksonville,conventional,1.17,Medium,193937,108448,13949,264,71276,39626,31443,207
6686,2017-10-22,2017,Jacksonville,conventional,1.56,Medium,152419,89649,11079,261,51430,21041,30389,0
6687,2017-10-15,2017,Jacksonville,conventional,1.76,Medium,137504,75858,10194,137,51315,23963,27352,0
6688,2017-10-08,2017,Jacksonville,conventional,1.79,Medium,152742,89903,10997,77,51765,22345,29420,0
6689,2017-10-01,2017,Jacksonville,conventional,2.0,Medium,128593,68331,14372,50,45840,19481,26359,0
6690,2017-09-24,2017,Jacksonville,conventional,1.82,Medium,130571,82616,12009,65,35881,18592,17289,0
6691,2017-09-17,2017,Jacksonville,conventional,1.73,Medium,141726,82016,13545,25,46140,8860,37220,60
6692,2017-09-10,2017,Jacksonville,conventional,1.77,Medium,117343,62702,11080,28,43533,22005,20015,1513
6693,2017-09-03,2017,Jacksonville,conventional,1.88,Medium,147242,82573,14145,99,50425,20453,28919,1053
6694,2017-08-27,2017,Jacksonville,conventional,1.63,Medium,138021,83467,12673,54,41827,19493,19474,2860
6695,2017-08-20,2017,Jacksonville,conventional,1.63,Medium,150829,86429,13226,12,51162,22007,27405,1750
6696,2017-08-13,2017,Jacksonville,conventional,1.49,Medium,171996,90069,14575,68,67284,40501,23086,3697
6697,2017-08-06,2017,Jacksonville,conventional,1.44,Medium,148238,82276,12280,43,53639,22134,29292,2213
6698,2017-07-30,2017,Jacksonville,conventional,1.43,Medium,157712,89089,13103,74,55446,32148,21985,1313
6699,2017-07-23,2017,Jacksonville,conventional,1.44,Medium,172994,101544,14943,56,56451,23711,29832,2908
6700,2017-07-16,2017,Jacksonville,conventional,1.48,Medium,160177,88734,14195,103,57145,24774,29400,2971
6701,2017-07-09,2017,Jacksonville,conventional,1.42,Medium,161865,98758,14133,46,48928,28914,16268,3746
6702,2017-07-02,2017,Jacksonville,conventional,1.41,Medium,189413,113927,18894,122,56470,31305,20129,5036
6703,2017-06-25,2017,Jacksonville,conventional,1.36,Medium,180200,99601,16687,75,63837,33088,28279,2470
6704,2017-06-18,2017,Jacksonville,conventional,1.45,Medium,151013,94579,12993,90,43351,23346,16705,3300
6705,2017-06-11,2017,Jacksonville,conventional,1.43,Medium,193088,119698,15933,121,57336,29031,25729,2576
6706,2017-06-04,2017,Jacksonville,conventional,1.46,Medium,178357,119654,16224,85,42394,24683,16731,980
6707,2017-05-28,2017,Jacksonville,conventional,1.43,Medium,181588,96509,15849,115,69115,35449,33246,420
6708,2017-05-21,2017,Jacksonville,conventional,1.44,Medium,155819,86716,14543,100,54460,25647,28152,661
6709,2017-05-14,2017,Jacksonville,conventional,1.47,Medium,148326,79945,12922,100,55359,24530,30179,650
6710,2017-05-07,2017,Jacksonville,conventional,1.13,Medium,268808,155607,26575,224,86402,33910,52242,250
6711,2017-04-30,2017,Jacksonville,conventional,1.26,Medium,240228,150982,24979,121,64146,26376,37215,555
6712,2017-04-23,2017,Jacksonville,conventional,1.47,Medium,156138,85994,16105,78,53961,25195,28671,95
6713,2017-04-16,2017,Jacksonville,conventional,1.46,Medium,151863,83665,16186,71,51941,25863,25718,360
6714,2017-04-09,2017,Jacksonville,conventional,1.5,Medium,151364,81449,17365,143,52407,22044,29968,395
6715,2017-04-02,2017,Jacksonville,conventional,1.64,Medium,149670,84325,16424,172,48749,20350,28239,160
6716,2017-03-26,2017,Jacksonville,conventional,1.62,Medium,149813,81657,16051,125,51980,20444,31041,495
6717,2017-03-19,2017,Jacksonville,conventional,1.56,Medium,138402,72615,15207,167,50413,24402,25501,510
6718,2017-03-12,2017,Jacksonville,conventional,1.55,Medium,146197,78256,17191,86,50664,23970,26579,115
6719,2017-03-05,2017,Jacksonville,conventional,1.56,Medium,134582,71350,16171,83,46978,19071,27887,20
6720,2017-02-26,2017,Jacksonville,conventional,1.16,Medium,172502,90291,20631,67,61513,31646,29517,350
6721,2017-02-19,2017,Jacksonville,conventional,1.23,Medium,139950,72634,18684,90,48542,19864,28138,540
6722,2017-02-12,2017,Jacksonville,conventional,0.9,Low,216367,107197,33548,348,75274,28074,47170,30
6723,2017-02-05,2017,Jacksonville,conventional,0.74,Low,398544,191954,65201,358,141031,64166,76521,344
6724,2017-01-29,2017,Jacksonville,conventional,1.11,Medium,206655,87623,30000,237,88795,37567,50879,349
6725,2017-01-22,2017,Jacksonville,conventional,0.91,Low,246515,75808,50764,377,119566,28446,91120,0
6726,2017-01-15,2017,Jacksonville,conventional,1.16,Medium,191122,80023,30494,188,80417,27774,52643,0
6727,2017-01-08,2017,Jacksonville,conventional,1.15,Medium,141693,47783,23081,149,70680,29268,41412,0
6728,2017-01-01,2017,Jacksonville,conventional,0.81,Low,263730,94910,46910,303,121607,35501,86106,0
6729,2017-12-31,2017,LasVegas,conventional,1.04,Medium,291923,57665,111439,6018,116801,49191,67480,130
6730,2017-12-24,2017,LasVegas,conventional,1.24,Medium,234520,63831,66599,6233,97857,60970,36710,177
6731,2017-12-17,2017,LasVegas,conventional,1.03,Medium,267988,62938,102137,3955,98958,63480,35185,293
6732,2017-12-10,2017,LasVegas,conventional,1.03,Medium,288441,65072,94141,4760,124468,62945,61292,231
6733,2017-12-03,2017,LasVegas,conventional,1.01,Medium,315521,66925,127968,4488,116140,47447,68396,297
6734,2017-11-26,2017,LasVegas,conventional,1.16,Medium,205033,52245,75503,4316,72969,45660,27009,300
6735,2017-11-19,2017,LasVegas,conventional,1.13,Medium,234265,60519,77336,5388,91022,47255,43420,347
6736,2017-11-12,2017,LasVegas,conventional,1.06,Medium,291325,57132,110255,5043,118895,42648,76180,67
6737,2017-11-05,2017,LasVegas,conventional,1.12,Medium,321534,57828,121042,5037,137627,41686,95611,330
6738,2017-10-29,2017,LasVegas,conventional,1.29,Medium,243340,56225,94603,3515,88997,41859,46968,170
6739,2017-10-22,2017,LasVegas,conventional,1.37,Medium,204095,61742,74165,682,67506,46482,21024,0
6740,2017-10-15,2017,LasVegas,conventional,1.45,Medium,202736,57479,76991,61,68205,44184,24021,0
6741,2017-10-08,2017,LasVegas,conventional,1.64,Medium,195455,62574,60756,76,72049,47488,24561,0
6742,2017-10-01,2017,LasVegas,conventional,1.61,Medium,189529,58261,67848,63,63357,43606,19751,0
6743,2017-09-24,2017,LasVegas,conventional,1.61,Medium,192285,59560,62384,66,70275,42658,27617,0
6744,2017-09-17,2017,LasVegas,conventional,1.58,Medium,201029,64272,63852,109,72796,45362,27434,0
6745,2017-09-10,2017,LasVegas,conventional,1.49,Medium,215393,116268,26602,5997,66526,43188,23218,120
6746,2017-09-03,2017,LasVegas,conventional,1.53,Medium,204092,95446,29557,6209,72880,45087,27650,143
6747,2017-08-27,2017,LasVegas,conventional,1.48,Medium,203948,107289,26219,6548,63892,39816,23140,936
6748,2017-08-20,2017,LasVegas,conventional,1.26,Medium,261684,109201,44716,7342,100425,34088,65960,377
6749,2017-08-13,2017,LasVegas,conventional,1.18,Medium,323794,100524,68158,6825,148287,42423,105694,170
6750,2017-08-06,2017,LasVegas,conventional,1.3,Medium,283779,114986,53059,7126,108608,49026,59193,389
6751,2017-07-30,2017,LasVegas,conventional,1.29,Medium,288906,113472,46395,7351,121688,58516,62902,270
6752,2017-07-23,2017,LasVegas,conventional,1.28,Medium,296887,114294,62879,6656,113058,46713,66328,17
6753,2017-07-16,2017,LasVegas,conventional,1.22,Medium,299859,131681,54115,6343,107720,36180,71540,0
6754,2017-07-09,2017,LasVegas,conventional,0.99,Low,399827,138189,54695,7592,199351,75040,124311,0
6755,2017-07-02,2017,LasVegas,conventional,1.06,Medium,376796,129619,48965,8472,189740,70019,119721,0
6756,2017-06-25,2017,LasVegas,conventional,1.03,Medium,362490,130868,49035,6653,175934,53411,122523,0
6757,2017-06-18,2017,LasVegas,conventional,1.01,Medium,357696,133508,55578,6723,161887,55967,105920,0
6758,2017-06-11,2017,LasVegas,conventional,0.99,Low,374212,158132,51454,6563,158063,60841,97010,212
6759,2017-06-04,2017,LasVegas,conventional,1.05,Medium,376990,137454,53765,8227,177544,63051,114357,136
6760,2017-05-28,2017,LasVegas,conventional,1.06,Medium,364487,130568,50154,10115,173650,62414,111236,0
6761,2017-05-21,2017,LasVegas,conventional,1.02,Medium,356922,117366,63084,8123,168349,48461,119888,0
6762,2017-05-14,2017,LasVegas,conventional,0.98,Low,399525,125448,75420,7460,191197,47411,143342,444
6763,2017-05-07,2017,LasVegas,conventional,0.94,Low,468976,160728,76426,7877,223945,50094,173851,0
6764,2017-04-30,2017,LasVegas,conventional,0.95,Low,359011,113105,65026,6704,174176,43598,130578,0
6765,2017-04-23,2017,LasVegas,conventional,0.84,Low,439665,118343,81561,9127,230634,41133,189154,347
6766,2017-04-16,2017,LasVegas,conventional,0.93,Low,410850,119502,58233,9912,223203,56490,166713,0
6767,2017-04-09,2017,LasVegas,conventional,1.04,Medium,304604,115812,40245,8785,139762,50812,88839,111
6768,2017-04-02,2017,LasVegas,conventional,1.04,Medium,329723,118798,41150,11318,158457,63727,94730,0
6769,2017-03-26,2017,LasVegas,conventional,1.02,Medium,325735,117624,43375,9405,155331,64616,90715,0
6770,2017-03-19,2017,LasVegas,conventional,1.02,Medium,318004,111397,43301,9357,153949,51704,102245,0
6771,2017-03-12,2017,LasVegas,conventional,0.99,Low,315445,114791,38281,8807,153566,72719,80847,0
6772,2017-03-05,2017,LasVegas,conventional,0.96,Low,345890,119712,49738,8077,168363,53110,115253,0
6773,2017-02-26,2017,LasVegas,conventional,0.89,Low,325905,97278,57129,7365,164133,55240,108893,0
6774,2017-02-19,2017,LasVegas,conventional,0.93,Low,318601,135002,40838,6859,135902,65648,70254,0
6775,2017-02-12,2017,LasVegas,conventional,0.72,Low,406866,128160,59930,8137,210639,53529,157110,0
6776,2017-02-05,2017,LasVegas,conventional,0.54,Low,680235,286395,121441,8149,264250,56406,207844,0
6777,2017-01-29,2017,LasVegas,conventional,0.93,Low,309146,120542,45791,7716,135097,59096,76001,0
6778,2017-01-22,2017,LasVegas,conventional,0.79,Low,382851,133276,64436,6955,178184,44376,133739,69
6779,2017-01-15,2017,LasVegas,conventional,0.78,Low,419687,118904,80218,7692,212873,59471,153402,0
6780,2017-01-08,2017,LasVegas,conventional,0.81,Low,411219,112947,77764,7984,212524,71141,141383,0
6781,2017-01-01,2017,LasVegas,conventional,0.77,Low,363865,95268,75111,7737,185749,62604,123145,0
6782,2017-12-31,2017,LosAngeles,conventional,0.88,Low,3212262,1368620,755743,75510,1012389,959747,14343,38299
6783,2017-12-24,2017,LosAngeles,conventional,1.1,Medium,2389829,1076720,350755,78272,884082,831558,15344,37180
6784,2017-12-17,2017,LosAngeles,conventional,0.89,Low,3130916,1046467,1167417,76600,840432,790545,14767,35120
6785,2017-12-10,2017,LosAngeles,conventional,1.07,Medium,2404222,1024593,396712,62001,920916,868362,16285,36269
6786,2017-12-03,2017,LosAngeles,conventional,1.01,Medium,2615853,1177940,396804,68958,972151,913001,23854,35296
6787,2017-11-26,2017,LosAngeles,conventional,1.19,Medium,2153918,987928,327525,82683,755782,702784,16197,36801
6788,2017-11-19,2017,LosAngeles,conventional,1.14,Medium,2391383,1042472,309130,73389,966392,893064,34871,38457
6789,2017-11-12,2017,LosAngeles,conventional,1.08,Medium,2626121,1225568,413517,72562,914474,851550,23684,39240
6790,2017-11-05,2017,LosAngeles,conventional,1.04,Medium,2691241,1079147,743293,69039,799762,748135,14912,36715
6791,2017-10-29,2017,LosAngeles,conventional,1.09,Medium,2850377,1085429,843048,81785,840115,794198,16098,29819
6792,2017-10-22,2017,LosAngeles,conventional,1.49,Medium,1968639,924452,360936,84635,598616,551747,15615,31254
6793,2017-10-15,2017,LosAngeles,conventional,1.67,Medium,1779831,741758,385403,94135,558535,509468,15850,33217
6794,2017-10-08,2017,LosAngeles,conventional,1.8,Medium,1711267,753730,343708,91288,522541,475272,17349,29920
6795,2017-10-01,2017,LosAngeles,conventional,1.77,Medium,1697029,725654,335816,78098,557461,510569,17513,29379
6796,2017-09-24,2017,LosAngeles,conventional,1.75,Medium,1760610,768658,337638,79407,574907,529354,16259,29294
6797,2017-09-17,2017,LosAngeles,conventional,1.73,Medium,1865690,837463,357662,84556,586009,543636,13164,29209
6798,2017-09-10,2017,LosAngeles,conventional,1.74,Medium,1969052,898754,359807,94971,615520,568316,14395,32809
6799,2017-09-03,2017,LosAngeles,conventional,1.61,Medium,2176974,1050438,441327,112401,572808,521219,15576,36013
6800,2017-08-27,2017,LosAngeles,conventional,1.66,Medium,2117127,1096037,344686,105558,570846,523454,14651,32741
6801,2017-08-20,2017,LosAngeles,conventional,1.45,Medium,2309866,1207542,324883,99791,677650,618120,22264,37266
6802,2017-08-13,2017,LosAngeles,conventional,1.19,Medium,2832850,1412649,452872,120592,846737,784481,21557,40699
6803,2017-08-06,2017,LosAngeles,conventional,1.22,Medium,2742628,1359069,414553,109001,860005,793164,20822,46019
6804,2017-07-30,2017,LosAngeles,conventional,1.39,Medium,2426028,1263811,399836,100596,661785,603468,18680,39637
6805,2017-07-23,2017,LosAngeles,conventional,1.38,Medium,2484918,1266619,407573,99404,711322,652957,12422,45943
6806,2017-07-16,2017,LosAngeles,conventional,1.37,Medium,2558156,1327686,409058,105463,715949,658087,14421,43441
6807,2017-07-09,2017,LosAngeles,conventional,1.12,Medium,3382975,1520216,437585,87693,1337481,1285979,789,50713
6808,2017-07-02,2017,LosAngeles,conventional,1.07,Medium,3507156,1521073,497357,104452,1384274,1337891,412,45971
6809,2017-06-25,2017,LosAngeles,conventional,0.92,Low,3655667,1609002,414533,90801,1541331,1496630,697,44004
6810,2017-06-18,2017,LosAngeles,conventional,0.99,Low,3631322,1581224,480083,93205,1476810,1424124,964,51722
6811,2017-06-11,2017,LosAngeles,conventional,0.99,Low,3390851,1280364,415143,96489,1598855,1550404,468,47983
6812,2017-06-04,2017,LosAngeles,conventional,0.96,Low,3637221,1330142,418291,89031,1799757,1761072,559,38126
6813,2017-05-28,2017,LosAngeles,conventional,1.13,Medium,3243909,1296067,466480,102414,1378948,1324066,301,54581
6814,2017-05-21,2017,LosAngeles,conventional,1.14,Medium,2921917,1169689,428611,91671,1231946,1178400,402,53144
6815,2017-05-14,2017,LosAngeles,conventional,0.94,Low,3551403,1376169,430527,88216,1656491,1602635,674,53182
6816,2017-05-07,2017,LosAngeles,conventional,0.87,Low,4214313,1745366,583071,97894,1787982,1727340,488,60154
6817,2017-04-30,2017,LosAngeles,conventional,0.99,Low,3299258,1329981,518019,105296,1345962,1286252,686,59024
6818,2017-04-23,2017,LosAngeles,conventional,1.04,Medium,3074226,1118406,429078,108744,1417998,1358189,3262,56547
6819,2017-04-16,2017,LosAngeles,conventional,1.18,Medium,2789630,1044500,455872,109371,1179887,1117996,574,61317
6820,2017-04-09,2017,LosAngeles,conventional,1.01,Medium,2993247,957440,408516,106826,1520465,1460395,10163,49907
6821,2017-04-02,2017,LosAngeles,conventional,0.98,Low,3100355,975080,428361,95594,1601320,1542668,11742,46910
6822,2017-03-26,2017,LosAngeles,conventional,1.12,Medium,2583324,861803,418362,83245,1219914,1168719,1178,50017
6823,2017-03-19,2017,LosAngeles,conventional,1.11,Medium,2737872,965782,422615,89297,1260178,1209897,2475,47806
6824,2017-03-12,2017,LosAngeles,conventional,1.12,Medium,2633575,974291,439066,94533,1125685,1067166,4495,54024
6825,2017-03-05,2017,LosAngeles,conventional,0.99,Low,2768931,897311,518370,83307,1269943,1214991,6376,48576
6826,2017-02-26,2017,LosAngeles,conventional,0.82,Low,2935078,980146,477454,70873,1406605,1341306,33292,32007
6827,2017-02-19,2017,LosAngeles,conventional,0.79,Low,3033918,1029675,493496,68554,1442193,1277346,130416,34431
6828,2017-02-12,2017,LosAngeles,conventional,0.64,Low,3625631,1181121,592688,61332,1790490,1664507,81240,44743
6829,2017-02-05,2017,LosAngeles,conventional,0.53,Low,5470227,1741606,937332,89679,2701610,2656630,3466,41514
6830,2017-01-29,2017,LosAngeles,conventional,0.6,Low,4230449,1439453,741370,67608,1982018,1923042,29994,28982
6831,2017-01-22,2017,LosAngeles,conventional,0.62,Low,4215553,1715035,663032,61799,1775687,1710186,39626,25875
6832,2017-01-15,2017,LosAngeles,conventional,0.76,Low,3363408,1075573,703853,61162,1522820,1442446,59206,21168
6833,2017-01-08,2017,LosAngeles,conventional,0.89,Low,3120962,969759,692909,72814,1385480,1288525,72838,24117
6834,2017-01-01,2017,LosAngeles,conventional,0.84,Low,3551337,1223299,829897,56809,1441332,1332601,88932,19799
6835,2017-12-31,2017,Louisville,conventional,0.87,Low,117941,26048,34289,271,57333,37618,19711,4
6836,2017-12-24,2017,Louisville,conventional,1.18,Medium,80024,6596,28325,217,44886,23838,21035,13
6837,2017-12-17,2017,Louisville,conventional,1.07,Medium,80191,6894,28129,327,44841,29455,15357,29
6838,2017-12-10,2017,Louisville,conventional,1.01,Medium,100073,6065,37049,148,56811,26608,30199,4
6839,2017-12-03,2017,Louisville,conventional,1.11,Medium,108947,2488,52286,530,53643,9239,44403,1
6840,2017-11-26,2017,Louisville,conventional,1.45,Medium,53796,1858,22808,107,29023,10220,18803,0
6841,2017-11-19,2017,Louisville,conventional,1.18,Medium,79284,2181,33869,79,43155,12675,30480,0
6842,2017-11-12,2017,Louisville,conventional,1.14,Medium,100811,3181,43510,86,54034,11788,42246,0
6843,2017-11-05,2017,Louisville,conventional,1.18,Medium,86085,3045,37126,120,45794,13435,32356,3
6844,2017-10-29,2017,Louisville,conventional,1.23,Medium,102915,3751,44116,56,54992,13041,41951,0
6845,2017-10-22,2017,Louisville,conventional,1.7,Medium,62179,3538,25087,33,33521,13492,20029,0
6846,2017-10-15,2017,Louisville,conventional,1.79,Medium,60617,3405,25005,68,32139,12700,19439,0
6847,2017-10-08,2017,Louisville,conventional,1.98,Medium,52866,4094,17191,71,31510,11688,19822,0
6848,2017-10-01,2017,Louisville,conventional,1.89,Medium,62180,3158,25612,73,33337,14044,19293,0
6849,2017-09-24,2017,Louisville,conventional,1.88,Medium,59541,2257,25575,83,31626,12529,19097,0
6850,2017-09-17,2017,Louisville,conventional,1.73,Medium,68830,2265,31174,80,35311,14322,20969,20
6851,2017-09-10,2017,Louisville,conventional,1.65,Medium,78605,2338,34553,91,41623,15816,25440,367
6852,2017-09-03,2017,Louisville,conventional,1.64,Medium,80371,2707,35074,133,42457,16063,26038,356
6853,2017-08-27,2017,Louisville,conventional,1.62,Medium,80466,3037,33675,104,43650,17157,26002,491
6854,2017-08-20,2017,Louisville,conventional,1.56,Medium,88644,2852,35594,149,50049,24106,25490,453
6855,2017-08-13,2017,Louisville,conventional,1.38,Medium,93448,2737,37309,121,53281,27904,24544,833
6856,2017-08-06,2017,Louisville,conventional,1.3,Medium,95141,2317,37610,218,54996,29611,24173,1212
6857,2017-07-30,2017,Louisville,conventional,1.3,Medium,90429,2384,33398,134,54513,29281,24102,1130
6858,2017-07-23,2017,Louisville,conventional,1.37,Medium,92486,2203,37671,134,52478,24731,26604,1143
6859,2017-07-16,2017,Louisville,conventional,1.44,Medium,87217,3059,41177,211,42770,15205,26375,1190
6860,2017-07-09,2017,Louisville,conventional,1.01,Medium,124946,2696,45861,210,76179,22207,53246,726
6861,2017-07-02,2017,Louisville,conventional,1.02,Medium,113659,2606,47985,340,62728,23992,38398,338
6862,2017-06-25,2017,Louisville,conventional,0.97,Low,114003,2137,43420,204,68242,20547,47643,52
6863,2017-06-18,2017,Louisville,conventional,1.06,Medium,104370,2582,49620,542,51626,21822,29726,78
6864,2017-06-11,2017,Louisville,conventional,1.04,Medium,112254,2253,46391,159,63451,17357,45674,420
6865,2017-06-04,2017,Louisville,conventional,1.06,Medium,121603,2191,48995,306,70111,16752,53317,42
6866,2017-05-28,2017,Louisville,conventional,1.08,Medium,111487,2099,48808,306,60274,16202,44055,17
6867,2017-05-21,2017,Louisville,conventional,1.1,Medium,104440,2091,51642,225,50482,14519,35960,3
6868,2017-05-14,2017,Louisville,conventional,1.27,Medium,82245,2267,37229,248,42501,16236,26265,0
6869,2017-05-07,2017,Louisville,conventional,1.06,Medium,135487,2467,57993,427,74600,21514,52904,182
6870,2017-04-30,2017,Louisville,conventional,1.26,Medium,93663,2431,48499,204,42529,18452,23931,146
6871,2017-04-23,2017,Louisville,conventional,1.17,Medium,93503,2092,42839,237,48335,16781,31343,211
6872,2017-04-16,2017,Louisville,conventional,1.22,Medium,100090,2110,47638,214,50128,18407,31705,16
6873,2017-04-09,2017,Louisville,conventional,1.2,Medium,89926,2222,43334,209,44161,17619,26542,0
6874,2017-04-02,2017,Louisville,conventional,1.15,Medium,96963,2229,43115,225,51394,18336,33058,0
6875,2017-03-26,2017,Louisville,conventional,1.11,Medium,100036,2435,46979,164,50458,18246,32209,3
6876,2017-03-19,2017,Louisville,conventional,1.29,Medium,74388,1884,44133,213,28158,17375,10768,15
6877,2017-03-12,2017,Louisville,conventional,1.18,Medium,85005,2121,42103,160,40621,14086,26520,15
6878,2017-03-05,2017,Louisville,conventional,0.99,Low,101061,1915,49340,184,49622,12671,36951,0
6879,2017-02-26,2017,Louisville,conventional,0.95,Low,106098,2182,59928,578,43410,15170,28234,6
6880,2017-02-19,2017,Louisville,conventional,0.94,Low,94779,1980,41852,159,50788,13810,36841,137
6881,2017-02-12,2017,Louisville,conventional,0.75,Low,131966,2079,58270,357,71260,16003,55257,0
6882,2017-02-05,2017,Louisville,conventional,0.91,Low,126829,2214,74681,1047,48887,19517,29368,2
6883,2017-01-29,2017,Louisville,conventional,0.94,Low,116310,2083,55703,218,58306,17307,40986,13
6884,2017-01-22,2017,Louisville,conventional,0.94,Low,127598,2409,66870,714,57605,18678,38927,0
6885,2017-01-15,2017,Louisville,conventional,1.06,Medium,89361,2069,43684,281,43327,17645,25682,0
6886,2017-01-08,2017,Louisville,conventional,0.86,Low,118311,2489,55252,398,60172,17860,42296,16
6887,2017-01-01,2017,Louisville,conventional,0.77,Low,110696,1692,60442,644,47918,12573,35198,147
6888,2017-12-31,2017,MiamiFtLauderdale,conventional,1.17,Medium,728999,499353,74266,3057,152323,72699,79624,0
6889,2017-12-24,2017,MiamiFtLauderdale,conventional,1.45,Medium,506569,336796,44095,4988,120690,88551,32139,0
6890,2017-12-17,2017,MiamiFtLauderdale,conventional,1.01,Medium,660738,449485,63179,5750,142324,69456,72868,0
6891,2017-12-10,2017,MiamiFtLauderdale,conventional,1.03,Medium,713866,484033,71986,6989,150858,75190,75668,0
6892,2017-12-03,2017,MiamiFtLauderdale,conventional,1.35,Medium,550215,358081,50526,9947,131661,75459,56202,0
6893,2017-11-26,2017,MiamiFtLauderdale,conventional,1.45,Medium,464647,302436,44200,1052,116959,70353,46606,0
6894,2017-11-19,2017,MiamiFtLauderdale,conventional,1.23,Medium,642013,418092,65920,2026,155975,80039,75936,0
6895,2017-11-12,2017,MiamiFtLauderdale,conventional,1.42,Medium,513109,336663,51672,1669,123105,72871,50234,0
6896,2017-11-05,2017,MiamiFtLauderdale,conventional,1.53,Medium,463170,314039,47477,393,101261,66124,35137,0
6897,2017-10-29,2017,MiamiFtLauderdale,conventional,1.22,Medium,674789,450543,71919,224,152103,75334,76769,0
6898,2017-10-22,2017,MiamiFtLauderdale,conventional,1.59,Medium,558315,378185,61183,184,118763,61152,57611,0
6899,2017-10-15,2017,MiamiFtLauderdale,conventional,1.79,Medium,472075,324879,49047,32,98117,72027,26090,0
6900,2017-10-08,2017,MiamiFtLauderdale,conventional,1.92,Medium,455832,302211,44414,105,109102,80223,28879,0
6901,2017-10-01,2017,MiamiFtLauderdale,conventional,2.04,High,399837,254128,48864,187,96658,54424,42234,0
6902,2017-09-24,2017,MiamiFtLauderdale,conventional,1.93,Medium,408852,291021,42336,238,75257,33218,42039,0
6903,2017-09-17,2017,MiamiFtLauderdale,conventional,1.84,Medium,409206,278165,53156,50,77835,16642,61153,40
6904,2017-09-10,2017,MiamiFtLauderdale,conventional,1.81,Medium,362582,266570,34079,155,61778,34614,23941,3223
6905,2017-09-03,2017,MiamiFtLauderdale,conventional,1.98,Medium,465052,323446,50948,285,90373,40451,46519,3403
6906,2017-08-27,2017,MiamiFtLauderdale,conventional,1.65,Medium,450205,302627,49718,290,97570,37813,51133,8624
6907,2017-08-20,2017,MiamiFtLauderdale,conventional,1.7,Medium,468515,317677,56350,185,94303,34143,54596,5564
6908,2017-08-13,2017,MiamiFtLauderdale,conventional,1.51,Medium,568798,383487,70900,208,114203,31618,73384,9201
6909,2017-08-06,2017,MiamiFtLauderdale,conventional,1.48,Medium,501155,341187,64790,324,94854,38651,48349,7854
6910,2017-07-30,2017,MiamiFtLauderdale,conventional,1.46,Medium,501002,342502,62144,359,95997,34817,55121,6059
6911,2017-07-23,2017,MiamiFtLauderdale,conventional,1.47,Medium,546834,374064,67585,421,104764,35386,61378,8000
6912,2017-07-16,2017,MiamiFtLauderdale,conventional,1.48,Medium,523618,367931,65180,302,90205,38435,41978,9792
6913,2017-07-09,2017,MiamiFtLauderdale,conventional,1.43,Medium,550195,371243,67379,240,111333,44357,55317,11659
6914,2017-07-02,2017,MiamiFtLauderdale,conventional,1.44,Medium,627569,419259,76464,418,131428,49955,72200,9273
6915,2017-06-25,2017,MiamiFtLauderdale,conventional,1.43,Medium,539847,349940,66569,128,123210,51069,59392,12749
6916,2017-06-18,2017,MiamiFtLauderdale,conventional,1.52,Medium,505828,311873,66761,105,127089,51803,62944,12342
6917,2017-06-11,2017,MiamiFtLauderdale,conventional,1.48,Medium,696603,447673,88004,341,160585,73486,79489,7610
6918,2017-06-04,2017,MiamiFtLauderdale,conventional,1.49,Medium,687914,449728,85907,239,152040,84993,64412,2635
6919,2017-05-28,2017,MiamiFtLauderdale,conventional,1.45,Medium,645769,403556,74338,66,167809,102592,65217,0
6920,2017-05-21,2017,MiamiFtLauderdale,conventional,1.49,Medium,605721,383030,75985,127,146579,86441,60138,0
